title,authors,journal_info,abstract,pmid,search_query
Enhancing the efficacy and user experience of virtual reality exposure therapy for social anxiety disorder: A pilot study.,"Aunjitsakul Warut, Anantapong Kanthee, Wiwattanaworaset Pakawat, Jiraphan Aimorn, Teetharatkul Teerapat et al.",Technology and health care : official journal of the European Society for Engineering and Medicine (2025),"BackgroundSocial anxiety disorder (SAD) significantly impairs social functioning. Virtual reality exposure therapy (VRET) offers a promising treatment by providing a controlled, customizable environment. This study aimed to develop and evaluate the efficacy and user experience of a VRET program.MethodsThe study was conducted in two phases: Phase I with the general population and Phase II with individuals diagnosed with SAD at a university hospital. Social anxiety, depression, anxiety, and stress were measured using the Social Interaction Anxiety Scale and the Depression Anxiety and Stress Scale at three time points: before, immediately after, and two weeks post-VRET. The Virtual Reality Neuroscience Questionnaire assessed user experience, game mechanics, in-game assistance, and any VR-induced symptoms. Our VRET program utilized graded exposure techniques within culturally relevant social scenarios.ResultsBoth groups exhibited significant reductions in social anxiety levels following VRET sessions (ps < 0.01) compared to pre-VRET levels. However, individuals with SAD reported increased social anxiety at the two-week follow-up, while the general population maintained their improvement. The VR software received satisfactory ratings for usability, safety, and acceptability.ConclusionThis program demonstrates potential for reducing social anxiety and provides a satisfactory VR experience, supporting its feasibility for individuals with SAD in a developing country. Given the pilot nature and limited sample size, these findings should be interpreted cautiously. Future research with larger samples and repeated sessions is needed to enhance efficacy and ensure long-term benefits. Comprehensive treatment protocols, including tutorials, relaxation techniques, and stress monitoring, are recommended for optimal outcomes.",40726377,Social Anxiety Disorder
"Increased Prevalence of Psychiatric Disorders in Children with RASopathies: Comparing NF1, Noonan Syndrome Spectrum Disorder, and the General Population.","Serur Yaffa, Russo Odeya, McGhee Chloe Alexa, Green Tamar",Genes (2025),"Background/Objectives: Neurofibromatosis type 1 (NF1) and Noonan syndrome spectrum disorders (NSSD) are the most common RASopathies, resulting from germline mutations that affect the RAS-MAPK signaling pathway. Both are associated with increased risk for neurodevelopmental and psychiatric conditions, yet few studies have used structured diagnostic interviews to compare their psychiatric comorbidities. Methods: We conducted clinician-administered DSM-5 diagnostic assessments (KSADS) in 123 children with RASopathies (NF1 = 29, NSSD = 94; ages 5-15). Diagnosis prevalence was compared within each group and to population-based estimates. Results: Psychiatric diagnoses were highly prevalent, at 79.3% in NF1 and 76.6% in NSSD, with ADHD (NF1 = 72.4%, NSSD = 51.1%) and anxiety disorders (NF1 = 37.9% and NSSD = 43.6%) being the most common, rates substantially higher than those reported in general population estimates. Behavioral and sleep disorders were identified in approximately 25% of both groups. Notably, social anxiety disorder was identified in 14.9% of NSSD but not in NF1. Full-scale IQ did not significantly differ by diagnosis status. Specific anxiety disorders, elimination disorders, obsessive-compulsive disorder, and post-traumatic stress disorder were characterized, expanding the known psychiatric phenotype of RASopathies. Conclusions: Children with NF1 and NSSD demonstrate similarly high rates of ADHD, anxiety, and behavioral disorders compared to the general population; in addition, we report sleep disorders in NSSD and characterize psychiatric disorders not previously described in RASopathies. The shared psychiatric profiles may reflect the common effect of RAS-MAPK pathway dysregulation on psychiatric outcomes. These findings highlight the need for early, syndrome-informed mental health screening and intervention in the clinical care of individuals with RASopathies.",40725498,Social Anxiety Disorder
A Proton Magnetic Resonance Spectroscopy (1H MRS) Pilot Study Revealing Altered Glutamatergic and Gamma-Aminobutyric Acid (GABA)ergic Neurotransmission in Social Anxiety Disorder (SAD).,"Elsaid Sonja, Wang Ruoyu, Kloiber Stefan, Desmond Kimberly L, Le Foll Bernard",International journal of molecular sciences (2025),"Social anxiety disorder (SAD) is characterized by fear and avoidance of social situations. Considering the reduced availability of conventional therapies, we aimed to improve our understanding of the biological mechanisms in SAD by evaluating gamma-aminobutyric acid (GABA) and other neurometabolites (including glutamate + glutamine/glutamix (Glx), N-acetyl aspartate (NAA), myo-inositol (mI), total choline (tCho), and total creatine (tCr) in the dorsomedial prefrontal cortex/anterior cingulate cortex (dmPFC/ACC), dorsolateral prefrontal cortex (dlPFC), and the insula). In this pilot study, we recruited 26 (age: 25.3 ± 5.0 years; 61.5% female) individuals with SAD and 26 (age: 25.1 ± 4.4 years; 61.5% female) sex-age-matched controls. Using proton magnetic resonance spectroscopy, we found that compared to the controls, GABA+ macromolecular signal (GABA+) in dlPFC (t = 2.63; p = 0.012) and Glx in the insula (Mann-Whitney U = 178.3; p = 0.024) were higher in the participants with SAD. However, no between-group differences were observed in dmPFC/ACC (t = 0.39; p = 0.699). Increased GABA+ in dlPFC could be explained by aberrant GABA transporters. In the insula, increased Glx may be associated with the dysfunction of glutamate transporters or decreased activity of glutamic acid decarboxylase in the GABAergic inhibitory neurons. However, these proposed mechanisms need to be further investigated in SAD.",40725163,Social Anxiety Disorder
"Effect of Maternal Dietary DHA and Prenatal Stress Mouse Model on Autistic-like Behaviors, Lipid Peroxidation Activity, and GABA Expression in Offspring Pups.","Woo Taeseon, Ahmed Nick I, Appenteng Michael K, King Candice, Li Runting et al.",International journal of molecular sciences (2025),"Autism spectrum disorder (ASD) is a neurodevelopmental disorder characterized by restricted social communication and repetitive behaviors. Prenatal stress is critical in neurodevelopment and increases risk for ASD, particularly in those with greater genetic susceptibility to stress. Docosahexaenoic acid (DHA) is one of the most abundant ω-3 fatty acids in the membrane phospholipids of the mammalian brain, and dietary DHA plays an important role in brain development and maintenance of brain structure. In this study, we investigated whether peri-natal supplementation of DHA can alleviate autistic-like behaviors in a genetic risk/stress mouse model and how it alters lipid peroxidation activity and GABAergic system gene expression in the forebrain. Pregnant heterozygous serotonin transporter knockout (SERT-KO) and wild-type (WT) dams were placed in either non-stressed control conditions or chronic variable stress (CVS) conditions and fed either a control diet or a DHA-rich (1% by weight) diet. Offspring of each group were assessed for anxiety and autism-associated behavior at post-natal day 60 using an open field test, elevated plus maze test, repetitive behavior, and the 3-chamber social approach test. A liquid chromatography-mass spectrometry (LC-MS)-based method was used to follow changes in levels of lipid peroxidation products in the cerebral cortex. Male offspring of prenatally stressed SERT-het KO dams exhibited decreased social preference behaviors and increased repetitive grooming behaviors compared to WT control offspring. Moreover, DHA supplementation in male SERT-het mice decreased frequency of grooming behaviors albeit showing no associated effects on social behaviors. Regardless of stress conditions, supplementation of DHA to the WT mice did not result in alterations in grooming nor social interaction in the offspring. Furthermore, no apparent changes were observed in the lipid peroxidation products comparing the stressed and non-stressed brains. Gad2 was downregulated in the cortex of female offspring of prenatally stressed SERT-KO dams, and this change appeared to be rescued by DHA supplementation in offspring. Gad2 was upregulated in the striatum of male offspring of prenatally stressed SERT-KO dams, but DHA did not significantly alter the expression compared to the control diet condition.",40724979,Social Anxiety Disorder
"Thiamine Compounds Alleviate Oxidative Stress, Over-Expression of Pro-Inflammatory Markers and Behavioral Abnormalities in a Mouse Predation Model of PTSD.","Strekalova Tatyana, Gorlova Anna, Costa-Nunes Joao, Litavrin Aleksandr, de Munter Johannes P M et al.",International journal of molecular sciences (2025),"Experiences of life-threatening stimuli can induce post-traumatic stress disorder (PTSD), which is associated with long-lasting behavioral and neurochemical abnormalities. Despite its increased global incidence, the current treatment options for PTSD remain limited, highlighting the need for novel therapeutic strategies. As oxidative stress and neuroinflammation contribute to PTSD, the use of powerful antioxidants such as thiamine (B1 vitamin) compounds may counteract disease development. Young C57BL/6 mice received thiamine or benfotiamine in drinking water (each at a dose of 200 mg/kg/day) for 21 days, and for the last five days, they were subjected to rat exposure. Mice were studied for anxiety-like behavior, exploration, locomotion, grooming, social interactions, pain sensitivity, brain changes in protein carbonyl (PC), total glutathione (TG), and gene expression of distress and inflammation markers. Rat exposure induced anxiety-like behavior, excessive grooming, and alteration in locomotion, along with other abnormalities. Stressed, untreated mice had elevated levels of PC and TG in the prefrontal cortex, hippocampus, amygdala, and striatum and increased expression of Il-1β, Tnf, c-Fos, Cox-1, and Cox-2. Treatment with thiamine or benfotiamine significantly ameliorated most of these changes in the stressed groups. Thus, thiamine compounds may have therapeutic potential in patients with PTSD, owing to their antioxidant and anti-inflammatory properties.",40724875,Social Anxiety Disorder
Depression and Anxiety Outcomes Among Young Adults Who Self-Reported Experiencing Commercial Sexual Exploitation in Adolescence.,"Godoy Sarah M, Englert Adam R, Mazursky Nofar, Prout Luisa, Hall William J",International journal of environmental research and public health (2025),"The commercial sexual exploitation (CSE) of children is a distinct form of sexual trauma, resulting in immediate mental health issues. Few studies explore associations between family-level factors in adolescence and health outcomes in adulthood among this population. Utilizing a nationally representative dataset, we explored differences and associations between mental health outcomes and domains of the Family Health Development framework among respondents who self-reported CSE (N = 502; mean age = 15.03, SD = 1.34; 67% male; 50% white). We conducted ordinary least squares and binary logistic regressions using a hierarchical approach to analyze the CES-D depression scale, anxious personality scale, and self-reported diagnoses of depression and anxiety/panic disorder. At Wave IV, when participants were aged 24-32, 20% of participants reported ever having a diagnosis of depression, and 12% reported ever having an anxiety/panic disorder diagnosis. Family receipt of public assistance during adolescence significantly predicted depression and anxiety symptoms in adulthood, highlighting associations between family structure and mental health. Gender and race significantly predicted anxiety symptoms and having a diagnosis of depression and anxiety/panic disorder. Findings underscore the need for targeted training and comprehensive health screenings for providers to better understand and address the long-term mental health needs of CSE-impacted groups.",40724129,Social Anxiety Disorder
Empower-Grief for Relatives of Cancer Patients: Implementation and Findings from an Exploratory Randomized Controlled Trial.,"Neto David Dias, Coelho Alexandra, Silva Ana Nunes da, Marques Teresa Garcia, Albuquerque Sara","Behavioral sciences (Basel, Switzerland) (2025)","Grief reactions among relatives of palliative care patients are often overlooked, with most interventions targeting Prolonged Grief Disorder (PGD) rather than its prevention. Few interventions have been developed for individuals at risk. This study aimed to evaluate the efficacy of Empower-Grief, a selective intervention designed to address early problematic grief reactions and to explore predictors of its effectiveness. This exploratory randomized controlled trial (RCT) compared Empower-Grief with Treatment as Usual (TAU) among relatives or caregivers of palliative and oncological patients at risk of developing PGD. A total of 46 participants were assessed at baseline, post-intervention, and six months later. The primary outcome was PGD symptoms, with additional measures including anxiety, depression, coping strategies, attachment style, psychological flexibility, post-traumatic growth, social support, and therapeutic alliance. The final analyses indicate equivalence between Empower-Grief and TAU, suggesting that both interventions yielded comparable outcomes in reducing PGD symptoms and associated psychological distress. The initial symptoms and therapeutic alliance were predictors of the results in both post- and follow-up moments. This study contributes to the evidence on grief interventions in palliative care, highlighting the importance of structured support for bereaved caregivers. While Empower-Grief demonstrated comparable effectiveness to TAU, its lower intensity, ease of training, and application make it a promising treatment option.",40723756,Social Anxiety Disorder
Differential Effects of Hazardous Drinking on Post-Traumatic Stress Disorder Outcomes Across Two Prolonged Exposure Treatment Formats.,"Straud Casey L, Buccellato Kiara H, Foa Edna B, Brown Lily A, McLean Carmen P et al.","Behavioral sciences (Basel, Switzerland) (2025)","Individuals with post-traumatic stress disorder (PTSD) are at increased risk for hazardous drinking, which often complicates treatment and affects trauma-focused psychotherapy outcomes. The present study is an exploratory, secondary analysis investigating differential effects of prolonged exposure (PE) among those with and without hazardous drinking and whether treatment outcomes varied across these groups as a function of PE format. Data used were from a randomized controlled trial that examined two daily, compressed formats of PE treatment for PTSD (massed and intensive outpatient program) in military personnel and veterans (N = 234). Individuals without hazardous drinking had greater PTSD symptom reductions compared to those with hazardous drinking (d = 0.42, p = 0.001). However, the hazardous drinking group also demonstrated significant reductions in PTSD (d = 1.46, p < 0.001) following treatment, as well as in the number of drinks per week (d = 0.63, p = 0.025) at the 6-month follow-up. There was no significant difference in treatment engagement based on drinking classification and outcomes did not vary based on PE format. The findings suggest that PE is an appropriate treatment for individuals with PTSD and hazardous drinking. However, group differences in PTSD symptom reductions indicate concurrent hazardous drinking reduces treatment benefits of PE.",40723738,Social Anxiety Disorder
"Impact of Socio-Demographic Factors, Financial Burden, and Social Support on Anxiety and Depression Symptoms in Puerto Rican Women with Breast Cancer.","Ayala-Rodríguez Paulette, Rivera-Alers Dayaneira, Rivera-Vélez Manuel, Díaz-Rodríguez Jovanny, Ramirez-Ruiz Mercedes et al.","Behavioral sciences (Basel, Switzerland) (2025)","Breast cancer (BC) is the leading cancer diagnosis among women in Puerto Rico. Psychological distress is prevalent in this population, and social determinants may exacerbate this risk. This study examines whether sociodemographic characteristics, financial burden, and social support levels are associated with symptoms of anxiety and depression in Puerto Rican women with BC. A quantitative secondary analysis was conducted on a sample of 208 Hispanic women with BC, utilizing the Patient Health Questionnaire (PHQ-8) and the Generalized Anxiety Disorder (GAD-7) questionnaire. These scores were compared with sociodemographic values and Interpersonal Support Evaluation List (ISEL-12) scores, establishing statistical significance through association, parametric, and non-parametric tests, and regression models. 38.5% and 26.4% of participants showed clinically significant symptoms of depression and anxiety, respectively. Age and perceived income showed significant associations with psychological outcomes. However, regression analysis revealed perceived income as the only significant predictor for both depression and anxiety. Tangible and belonging support were significantly lower in participants with symptoms of depression, while appraisal support was significantly lower in participants with symptoms of anxiety. Findings highlight the influence of perceived financial stress on mental health and the need for psychosocial interventions tailored to the patients' economic context.",40723699,Social Anxiety Disorder
Effects of Rope Therapy on Social Attention and Temperament Traits in Autistic Children.,"Zhou Mi, Hung Kevin, Wong Marco Chun-Cheong, Chau Tony Keng-Tou, Lam Benny Wai-Lun et al.","Children (Basel, Switzerland) (2025)","Autistic children experience social communication challenges that are often linked to reduced social motivation and attention. However, there is currently no effective intervention to improve social attention in autistic children.",40723073,Social Anxiety Disorder
Diagnostics and Group Therapy in Patients with Persistent Postural-Perceptual Dizziness and Anxiety Disorder: Biomarkers and Neurofunctional Correlates of Underlying Treatment Effects.,"Maywald Maximilian, Pogarell Oliver, Chrobok Agnieszka, Levai Susanne, Keeser Daniel et al.","Diagnostics (Basel, Switzerland) (2025)","Background: There is a certain degree of overlap between persistent postural-perceptual dizziness (PPPD) (ICD-11) and anxiety disorders (ANX) with regard to the phenomenological, pathological and neurobiological characteristics of both conditions. The implementation of an integrative psychotherapy programme may potentially result in the generation of synergistic effects across both patient groups. Objectives: This study assessed (1) whether psychological mechanisms similarly influence symptom severity in PPPD and ANX group, (2) the effectiveness of psychotherapy, and (3) potential neurofunctional biomarkers. Methods: Patients with PPPD (n = 14) and ANX (n = 20) underwent an integrative psychotherapy programme with balance training and mindfulness-based interventions. Emotional and neutral pictures were presented during MRI scans before and after therapy, with healthy controls (HC = 29) for comparison. Clinical and psychological questionnaires were administered, and brain activity was analysed in key regions. Results: The only diagnostic difference in the direct comparison between patients with PPPD and with ANX were the vertigo intensity values before and after therapy. PPPD with comorbid anxiety disorder had significantly more fear of physical symptoms than patients without comorbid anxiety disorder. PPPD showed no change regarding vertigo intensity (VSS), anxiety, or depression scores, but reported decreased impact of vertigo on social functioning (VHQ), and improved personal control after therapy (IPQ). By contrast, anxiety, dizziness, depression, alexithymia, and IPQ scores were significantly reduced after therapy in the ANX group. Neuroimaging revealed decreased activity in the hippocampus and superior temporal gyri (STG) in the PPPD group post-therapy as compared to the pre-therapy measurement, while the ANX group showed reduced activity in the insula, thalamus, hippocampus, and inferior frontal gyrus. Compared to the ANX and HC groups, patients with PPPD showed increased activity in the supramarginal gyrus and STG, both of which could serve as biomarkers for PPPD patients but need to be further validated. Conclusions: Anxiety and vertigo may reinforce each other in PPPD, as symptoms persisted post-therapy, whereas ANX patients improved significantly. Nevertheless, there is some evidence for a successful management of symptoms in the PPPD group. Findings are limited by small sample size and require further research.",40722479,Social Anxiety Disorder
"Living with Duchenne Muscular Dystrophy Beyond the Physical Implications: Cognitive Features, Psychopathology Aspects, and Psychosocial Resources-A Narrative Review.","Tizzoni Federica, Canella Giulia, Delle Fave Antonella, Di Lernia Daniele, Lorusso Maria Luisa et al.",Brain sciences (2025),"Background/Objectives: Duchenne muscular dystrophy (DMD) is often discussed in the literature with regard to physical impairments. This narrative review aims to show that living with DMD involves psychological, psychosocial, and cognitive aspects in addition to the well-known physical complications. Methods: Firstly, this review examines the main cognitive functions affecting subjects with DMD and the possible role of dystrophin gene mutations on the central nervous system. Secondly, it analyzes the comorbidity between DMD, neurodevelopmental disorders (autism spectrum disorders, attention-deficit/hyperactivity disorder, obsessive-compulsive disorder) and psychopathological traits (anxiety and/or depressive symptoms). Finally, the review addresses the relatively sparse literature investigating the positive aspects associated with the experience of DMD, like psychosocial resources, resilience, subjective well-being, positive individual and social functioning, and social support. Results: DMD has a significant impact on cognitive areas, probably due to dystrophin deficiency in the brain. The prevalence of neurodevelopmental comorbidities and psychopathological symptoms is also higher in people with DMD than in the general population. Despite these challenges, emerging studies highlight the role of psychosocial and environmental resources, including resilience and supportive social relations, in promoting a good quality of life and successful adaptation to disease progression. Conclusions: Early recognition of the above difficulties and strengths could ensure better care and promote an overall better quality of life for people with DMD and their families, physically, psychologically, and socially. Preclinical and clinical research is moving in the direction of finding new therapies, treatments, and psychosocial interventions to pursue these goals.",40722287,Social Anxiety Disorder
"Subchronic amphetamine decreases hyperactivity, anti-social behaviour and anhedonia in dopamine transporter knockout rats: role of prefrontal glutamate.","Sadighi Mina, Foka Kyriaki, Mottarlini Francesca, Burg Ellen, Taddini Sofia et al.",Neuropharmacology (2025),"Hyperdopaminergia is a key feature of neuropsychiatric disorders including schizophrenia, attention deficit hyperactivity disorder, and bipolar disorder and can be modeled using dopamine transporter knockout (DAT KO) rats. Previous studies have shown that acute amphetamine has a paradoxical calming effect in DAT KO rats, but the effects of repeated amphetamine treatment are unknown.",40721042,Social Anxiety Disorder
"Counselling and depressive symptoms in older adults with HIV/AIDS in mbarara, Uganda.","Amanyire Jordan Mutambi, Aheisibwe Irene, Asiimwe Ronald, Rukundo Godfrey Zari",BMC psychology (2025),"Depression is a mood disorder characterized by persistent low mood, loss of interest, hopelessness, sleep disturbances, difficulty concentrating, and low self-esteem. Among people living with HIV (PLWH), depression is linked to poor psychological and medical outcomes, including lower quality of life, higher viral load, and increased mortality risk. Various psychotherapy methods, such as cognitive behavioral therapy (CBT), interpersonal psychotherapy, group counselling, and rational emotive behavior therapy (REBT), have been used to treat depression. Counselling, an interpersonal process between a client and a counselor, has been shown to reduce stress, anxiety, and hopelessness among PLWH. This study assessed the role of counselling on reducing depressive symptoms in older adults with HIV/AIDS in Mbarara, Uganda.",40717108,Social Anxiety Disorder
Factors Associated With Digital Addiction: Umbrella Review.,"Han Yun, Qiu Jiamin, Shi Chengbin, Huang Shiqi, Huang Haokun et al.",JMIR mental health (2025),"Digital addiction, affecting a significant portion of the population, particularly young people, is linked to psychological issues and social problems, making its prevention and management a crucial public health issue.",40720869,Social Anxiety Disorder
Costs and Outcomes of a Therapist-Guided Internet-Delivered Cognitive Behavioral Therapy: Multicenter Observational Study.,"Khan Zareen Abbas, Heggelund Jørn, Lydersen Stian, Kidholm Kristian, Pedersen Henrik et al.",Journal of medical Internet research (2025),"Therapist-guided internet-delivered cognitive behavioral therapy (iCBT) has demonstrated efficacy and potential cost-effectiveness in treating depression, anxiety, and panic disorder in randomized controlled trials (RCTs). However, evidence of its outcomes and costs in routine care settings on a national level remains limited.",40720811,Social Anxiety Disorder
Exploration of Psychosocial Issues of Parents in Pediatric Oncology.,"Jose Joel Mathew, Gawali Gautam",Journal of pediatric hematology/oncology (2025),"Pediatric cancer not only affects the child but also casts a profound shadow on their families, entangling them in emotional turmoil, financial strain, and disruptions to daily life. Although the psychosocial challenges faced by parents of children with cancer are extensively documented, there is a significant gap in understanding how these needs are addressed. This research aims to bridge this void by delving into the psychosocial issues experienced by these parents. Existing literature highlights the psychological distress, financial hardship, and social isolation that parents endure. Stress, anxiety, depression, guilt, and post-traumatic stress disorder (PTSD) emerge as pervasive issues. Parents often grapple with stress stemming from prognosis uncertainty, financial burdens, and the emotional toll of caregiving. Anxiety manifests through constant worry and sleep disturbances, whereas depression brings persistent sadness and appetite changes. Guilt arises from perceived responsibility for the illness, and PTSD symptoms include vivid flashbacks and hypervigilance. These psychosocial issues significantly impact parents' quality of life, leading to sleep disturbances, strained relationships, and compromised self-care. Interventions such as individual and group therapy, along with support groups, play a crucial role in equipping parents with coping skills and stress management strategies. In conclusion, comprehensive support for parents of children with cancer should address emotional distress, practical caregiving, and provide information about the child's diagnosis and treatment. Acknowledging the multifaceted impact of cancer on the family, this research underscores the necessity for tailored interventions to navigate the emotional complexities of parenting and foster resilience amidst adversity.",40719445,Social Anxiety Disorder
The Clinical Applications of Psilocybin Therapies and Post-COVID Syndrome: A Comprehensive Narrative Review.,"Mathew Alfred, Dongre Roshan, Kim Seo Hee, Turner Jack, Mathew Alen et al.",Cureus (2025),"The coronavirus variant (causing the COVID-19 disease) that led to a pandemic sent global shockwaves, resulting in long-term effects on physical, mental, and social well-being and impacting both individuals and communities. With the pandemic's notable impact on mental health, one such potential treatment discussed in recent literature is psilocybin. Psilocybin is a naturally occurring prodrug compound found in select mushrooms shown to reduce clinical symptoms of certain mental health disorders. In this study, we review the status and usage of psilocybin in clinical practice preceding and following the COVID-19 pandemic. The search criteria for the study included psilocybin or psychedelics or psychedelic-therapy psychiatry and long-haul COVID. The search spanned English articles from January 2020 to April 2024, utilizing the PsychInfo, Cumulative Index to Nursing and Allied Health Literature (CINAHL), Scopus, and PubMed databases. Two reviewers independently screened each record to decide if a study met the inclusion criteria and to account for bias. Each article researched different pathologies, including depression, anxiety, post-traumatic stress disorder, and COVID-19. The manuscripts collectively emphasize that there is evidence that psilocybin has a role in the treatment of said pathologies, with relatively safe outcomes if administered under proper medical supervision. Psilocybin use was followed up for a relatively long period after some trials, but further research is warranted to draw a more definitive conclusion regarding the therapeutic uses of psilocybin. Our review reflects that barriers to using psilocybin therapeutically for long-haul COVID-19 exist, which significantly impacts the scope of our research. While evidence suggests its efficacy in mental health conditions such as depression and mood disorders, more robust clinical trials are needed. Current literature supports the pharmacological basis that psilocybin may be effective in treating COVID-19 sequelae. Psilocybin's role in inhibiting SARS-Cov-2 protease shows promise, but ultimately, in vitro validation will be necessary before wider approval of the drug. Lastly, large clinical trials comparing psilocybin to standard care and assessing symptom relief in long-term COVID patients may help validate the findings seen in much of the current literature.",40718283,Social Anxiety Disorder
Mental health interventions for African refugees resettled in North America: A systematic review.,"Orwenyo Evalyne K, Tonui Betty C, Mengo Cecilia",Transcultural psychiatry (2025),"The number of African refugees migrating to North America (the United States and Canada) has increased significantly over the past decade. Notwithstanding, the prevalence of mental health disorders among African refugees signals an urgent need to address them. We reviewed mental health interventions tailored to African refugees in North America, identified existing gaps, and suggested mental health services improvement recommendations. Using PRISMA guidelines, we identified (n = 1,164), screened (n = 989), assessed (n = 79), and included (n = 7) peer-reviewed articles detailing interventions that addressed mental health and its associated concerns among African refugees in North America. Our results showed that pre-migration perils and acculturation stressors exacerbated mental health concerns such as anxiety, depression, dysphoria, and post-traumatic stress disorder symptoms. Interventions that culturally adapted cognitive behavior therapy, peer support, and psycho-education effectively reduced mental health symptoms and improved life satisfaction. Future interventions should contextualize and incorporate African cultural beliefs and practices within community settings to promote mental health services.",40717677,Social Anxiety Disorder
"Associations between parental alcoholism and delinquent behaviours among youth: exploring serial and parallel mediation by posttraumatic stress disorder symptoms, anxiety symptoms and impulsivity.","Isingizwe Belise Blandine, Niyonsenga Japhet, Kanazayire Clementine, Nduwamungu Naasson, Ntete Jeanne Marie et al.",European journal of psychotraumatology (2025),"Background: Despite mounting evidence linking parental alcoholism (PA) with delinquency in youth, little is known about the factors that mediate this link globally. This study, therefore, aimed to explore whether Posttraumatic Stress Disorder (PTSD) symptoms, Generalized Anxiety Disorder (GAD) symptoms and impulsivity serially or parallel mediate the associations between PA and delinquency among youth.Method: A random sample of 341 male participants aged between 17 and 25 years (M = 21.34, SD = 2.23) was selected from the Iwawa Rehabilitation Centre for youth affected by delinquency, alcohol or substance abuse, or homelessness in Rwanda. Data were collected from February to May 2022, using standardized measures of PA, PTSD symptoms, GAD symptoms, impulsivity and delinquency. Mediation models were analysed using the Macro Process in SPSS to examine the simple (single mediator), serial, and parallel mediating models.Results: The results showed high prevalence of parental alcoholism (69.5%), possible PTSD (45.2%), GAD (42%), and impulsivity (Mean = 9.12, SD = 4.07). Analyses revealed significant associations between PA, delinquency, and the mediators. PTSD symptoms, GAD, and impulsivity individually and parallelly mediated the relationship between PA and delinquency, with impulsivity emerging as the strongest mediator, accounting for 21.3% of the total effect and 6.2% of the overall indirect effect. Among the tested models, serial mediation models highlighted a compelling cascading pathway where PA is associated with impulsivity, followed by increased PTSD symptoms, which are then linked to heightened anxiety symptoms and delinquency (PA → impulsivity → PTSD → GAD → delinquency).Conclusion: While the study uses linear statistical models, the results challenge traditional assumptions that traumatic stress necessarily initiates the cascade of risk by suggesting alternative sequences, such as impulsivity playing an earlier or initiating role. These findings support the need for culturally sensitive and trauma-informed interventions that specifically address impulsivity in youth affected by parental alcoholism.",40717640,Social Anxiety Disorder
Savoring meditation for emotional disorders: Targeting positive emotion regulation deficits.,"Kishimoto Tomoko, Hao Ximing, Qian Jianwei",Journal of anxiety disorders (2025),"Deficits in positive emotion regulation (PER) contribute to emotional disorders but are less studied than negative emotion regulation (NER). One maladaptive PER strategy, positive emotion contrast-seeking (PEC-seeking), involves sustaining negative affect to enhance later positive emotions, reinforcing anxiety and depression. This study developed and tested a savoring-based, transdiagnostic intervention to reduce PEC-seeking and alleviate emotional disorder symptoms. A single-blind RCT with 59 Chinese college students with elevated depression and anxiety (majority meeting depression criteria) compared a two-week group savoring meditation intervention to waitlist control. Changes in depression, anxiety, savoring beliefs, and PEC-seeking were assessed at Baseline (T0), MidTest (T1), PostTest (T2), and one-month Follow-up (T3). The experimental group also reported positive and negative affect before and after each group session and individual practice. Savoring meditation significantly reduced depression (T1, d = -1.11, p = .005; T2, d = -1.60, p < .001) with effects maintained at follow-up (T3, p < .001). Negative affect also declined significantly (Session 5, p < .001), though changes in positive affect were not statistically significant. The intervention increased savoring beliefs (T1, d = 1.42, T2, d = 1.41, ps =.003) and reduced PEC-seeking (T1, d = -0.92, p = .027), which in turn mediated reductions in depression. Although anxiety symptoms declined within the experimental group over time, between-group differences did not reach statistical significance. Nonetheless, the effect size was larger for the experimental group (T2, d = 0.34) than for the waitlist group (d = 0.01), suggesting a potential anxiolytic effect of the intervention. These findings suggest that targeting maladaptive PER strategies, especially PEC-seeking, via savoring meditation may effectively reduce emotional disorder symptoms. This study highlights PER's role in transdiagnostic interventions and provides novel insights into PER-focused therapies.",40714519,Social Anxiety Disorder
"Sex-dependent role of Neuropeptide-S on anxiety, fear conditioning, and alcohol seeking in alcohol preferring rats.","Li Min, De Carlo Sara, Soverchia Laura, Runyon Scott P, Clark Stewart et al.",Neuropharmacology (2025),"Alcohol Use Disorder (AUD) is a global health concern, with stress playing a crucial role in its development and persistence. Currently, no pharmacotherapies specifically targeting stress are approved for AUD treatment. Neuropeptide S (NPS) plays a dual role in stress regulation, exhibiting both anxiolytic and stress-enhancing effects. While NPS reduces alcohol self-administration (ASA) in alcohol preferring rats, its role in AUD-related stress and anxiety remains unclear. This study investigated the behavioral effects of NPS in male and female Marchigian Sardinian alcohol-preferring (msP) rats. To assess its impact on locomotion, anxiety, and fear memory, we conducted an open-field, an elevated plus maze (EPM), and a fear conditioning (FC) paradigm following intracerebroventricular administration of NPS. Furthermore, we examined the effects of NPS on ASA and yohimbine-induced reinstatement of alcohol-seeking in msP rats. Our results indicate that NPS administration increased locomotor activity in both sexes and selectively alleviated generalized anxiety levels in male rats in the EPM test. In the FC task, administration of NPS immediately after FC test facilitated the extinction of fear memories in females but not in males. Notably, NPS reduced ASA in both female and male rats but did not alter yohimbine-induced reinstatement of alcohol-seeking. In conclusion, NPS modulates anxiety in a sex-dependent manner. Since both alcohol and NPS alleviate anxiety and fear conditioning in msP rats, NPS may reduce alcohol intake by replacing the anxiolytic properties of alcohol. These effects appear to be sex-dependent, with NPS primarily alleviating generalized anxiety in males and facilitating fear extinction in females.",40712753,Social Anxiety Disorder
