title,authors,journal_info,abstract,pmid,search_query
Ethical considerations and robustness of artificial neural networks in medical image analysis under data corruption.,"Okunev Michael, Handelman Doron, Handelman Amir",Scientific reports (2025),"Medicine is one of the most sensitive fields in which artificial intelligence (AI) is extensively used, spanning from medical image analysis to clinical support. Specifically, in medicine, where every decision may severely affect human lives, the issue of ensuring that AI systems operate ethically and produce results that align with ethical considerations is of great importance. In this work, we investigate the combination of several key parameters on the performance of artificial neural networks (ANNs) used for medical image analysis in the presence of data corruption or errors. For this purpose, we examined five different ANN architectures (AlexNet, LeNet 5, VGG16, ResNet-50, and Vision Transformers - ViT), and for each architecture, we checked its performance under varying combinations of training dataset sizes and percentages of images that are corrupted through mislabeling. The image mislabeling simulates deliberate or nondeliberate changes to the dataset, which may cause the AI system to produce unreliable results. We found that the five ANN architectures produce different results for the same task, both for cases with and without dataset modification, which implies that the selection of which ANN architecture to implement may have ethical aspects that need to be considered. We also found that label corruption resulted in a mixture of performance metrics tendencies, indicating that it is difficult to conclude whether label corruption has occurred. Our findings demonstrate the relation between ethics in AI and ANN architecture implementation and AI computational parameters used therefor, and raise awareness of the need to find appropriate ways to determine whether label corruption has occurred.",40790201,Medical Image Analysis
Improvement in matching lesions in dual-view mammograms using a geometric model.,"Wang Sina, Xu Zeyuan, Zheng Bowen, Zeng Hui, Pan Derun et al.",BMC medical imaging (2025),To evaluate the effectiveness of a geometric model (GM) as an adjunctive tool for radiologists to match lesions between craniocaudal (CC) and mediolateral (MLO) views.,40790177,Medical Image Analysis
UFOS-Net leverages small-scale feature fusion for diabetic foot ulcer segmentation.,"Jiao Chenxu, Zhao Xiaodong, Li Lin, Wang Chiyu, Chen Yixin",Scientific reports (2025),"Diabetic Foot Ulcer (DFU) is a critical risk factor for disability and mortality among diabetic patients, posing a significant public health challenge. Existing DFU datasets are limited in capturing the diversity and complexity of ulcer manifestations, preventing advancements in medical segmentation. This paper introduces SRRSH-DF, a novel DFU dataset that comprehensively covers characteristic symptoms and lesions across different foot regions. Expert participation ensures precise data annotations and professional evaluations. Building on this dataset, we develope UFOS-Net, a segmentation model incorporating the EMS Block to enhance the identification of small-scale masks and feature details. Additionally, we propose MODA, an improved data augmentation method tailored to the unique characteristics of DFU images. Experimental results demonstrate that UFOS-Net, when trained on the DFUC2022 dataset, ranks highly on the leaderboard. More importantly, training on SRRSH-DF achieved a Dice coefficient of 0.7745, validating the dataset's broad applicability and the model's effectiveness. We will provide the dataset to researchers who have a need for this study. This initiative aims to promote high-quality research and accelerate the advancement of DFU diagnostic tools, ultimately improving patient outcomes and reducing the burden of DFU in healthcare systems.",40789876,Medical Image Analysis
Accelerated DESPOT1 with variable parameters for 3D T1 brain mapping.,"Coronado Ronal, Varela-Mattatall Gabriel, Sahonero-Alvarez Guillermo, Botnar René, Besa Cecilia et al.",Magnetic resonance imaging (2025),"Driven equilibrium single pulse observation of T1 (DESPOT1) is a reliable technique for clinical 3D T1 brain mapping. However, its fixed repetition time (TR) and bandwidth (BW) and its linear modeling to estimate T1 conveys to an inefficient imaging protocol. We propose a variable DESPOT1 (vDESPOT1) acquisition and modeling strategy to improve scan efficiency and to accelerate image acquisition.",40789563,Medical Image Analysis
Self-supervised disc and cup segmentation via non-local deformable convolution and adaptive transformer.,"Zhao Wenbo, Wang Yu",SLAS technology (2025),"Optic disc and cup segmentation is a crucial subfield of computer vision, playing a pivotal role in automated pathological image analysis. It enables precise, efficient, and automated diagnosis of ocular conditions, significantly aiding clinicians in real-world medical applications. However, due to the scarcity of medical segmentation data and the insufficient integration of global contextual information, the segmentation accuracy remains suboptimal. This issue becomes particularly pronounced in optic disc and cup cases with complex anatomical structures and ambiguous boundaries. In order to address these limitations, this paper introduces a self-supervised training strategy integrated with a newly designed network architecture to improve segmentation accuracy. Specifically,we initially propose a non-local dual deformable convolutional block,which aims to capture the irregular image patterns(i.e. boundary). Secondly,we modify the traditional vision transformer and design an adaptive K-Nearest Neighbors(KNN) transformation block to extract the global semantic context from images. Finally,an initialization strategy based on self-supervised training is proposed to reduce the burden on the network on labeled data. Comprehensive experimental evaluations demonstrate the effectiveness of our proposed method, which outperforms previous networks and achieves state-of-the-art performance,with IOU scores of 0.9577 for the optic disc and 0.8399 for the optic cup on the REFUGE dataset.",40789537,Medical Image Analysis
Dendrite cross attention for high-dose-rate brachytherapy distribution planning.,"Saini Sourav, Liu Xiaofeng",Computers in biology and medicine (2025),"Cervical cancer is a significant global health issue, and high-dose-rate brachytherapy (HDR-BT) is crucial for its treatment. However, manually creating HDR-BT plans is time-consuming and heavily relies on the planner's expertise, making standardization difficult. This study introduces two advanced deep learning models to address this need: Bi-branch Cross-Attention UNet (BiCA-UNet) and Dendrite Cross-Attention UNet (DCA-UNet). BiCA-UNet enhances the correlation between the CT scan and segmentation maps of the clinical target volume (CTV), applicator, bladder, and rectum. It uses two branches: one processes the stacked input of CT scans and segmentations, and the other focuses on the CTV segmentation. A cross-attention mechanism integrates these branches, improving the model's understanding of the CTV region for accurate dose predictions. Building on BiCA-UNet, DCA-UNet further introduces a primary branch of stacked inputs and three secondary branches for CTV, bladder, and rectum segmentations forming a dendritic structure. Cross attention with bladder and rectum segmentation helps the model understand the regions of organs at risk (OAR), refining dose prediction. Evaluation of these models using multiple metrics indicates that both BiCA-UNet and DCA-UNet significantly improve HDR-BT dose prediction accuracy for various applicator types. The cross-attention mechanisms enhance the feature representation of critical anatomical regions, leading to precise and reliable treatment plans. This research highlights the potential of BiCA-UNet and DCA-UNet in advancing HDR-BT planning, contributing to the standardization of treatment plans, and offering promising directions for future research to improve patient outcomes in the source data.",40789235,Medical Image Analysis
Enhancing meningioma tumor classification accuracy through multi-task learning approach and image analysis of MRI images.,"Mehrpouya Zahra, Khatibi Toktam, Sedighipashaki Abdolazim",PloS one (2025),"Accurate classification of meningioma brain tumors is crucial for determining the appropriate treatment plan and improving patient outcomes. However, this task is challenging due to the slow-growing nature of these tumors and the potential for misdiagnosis. Additionally, deep learning models for tumor classification often require large amounts of labeled data, which can be costly and time-consuming to obtain, especially in the medical domain.",40788922,Medical Image Analysis
Advanced MDCT assessment of abdominal aortic wall integrity and morphometry in the Saudi cohort: A single-centre cross-sectional study.,"Alloush Mohammad Ahmad Mostafa, Hassib Mazin Babikir, Alturkistani Husain, Mohtasib Rafat S, Alhamed Rashed Ali et al.",PloS one (2025),"Accurate reference values for abdominal aortic dimensions and wall thickness are crucial for the early detection and management of vascular diseases, particularly abdominal aortic aneurysms (AAAs). However, there is a lack of population-specific normative data for the Saudi population.",40788909,Medical Image Analysis
A thousand ways to tailor your tractography-based connectome.,"Griffa Alessandra, Rheault Francois, Daducci Alessandro, Zalesky Andrew",Brain structure & function (2025),"Did you know that there are thousands of ways to build a connectome from diffusion MRI tractography, and the choice of approach can hugely impact the final connectome and results? To name only a few: Tractography type: deterministic or probabilistic? Parcellation resolution: coarse or fine atlas? Edge weighting: streamline count, length, or microstructural properties? These choices give rise to a daunting garden of forking paths. In this article, we revise fundamental decisions you must make when planning to build a tractography-based connectome and their impact on its network analysis.",40788365,Medical Image Analysis
Thermographic Insights into Degenerative Spinal Disorders: Evaluating the Diagnostic Potential of Digital Infrared Thermography Imaging.,"Muthu Sathish, Kalanchiam Guna Pratheep, Shyam Ashok",Journal of orthopaedic case reports (2025),"Degenerative spinal disorders are a growing concern, affecting millions worldwide and often leading to chronic pain, functional impairment, and reduced quality of life. Traditional imaging techniques such as magnetic resonance imaging and computed tomography scans primarily focus on structural abnormalities, limiting real-time physiological assessments. Digital infrared thermography imaging (DITI) has emerged as a promising non-invasive diagnostic tool that evaluates thermal emissions from the body, offering valuable insights into musculoskeletal dysfunction. This review explores the principles of DITI, its application in diagnosing degenerative spinal disorders, and its clinical implications. DITI operates on the principle that physiological disturbances - such as inflammation, neuropathy, and vascular irregularities -alter skin temperature distribution, which can be captured using infrared technology. It has shown promise in detecting conditions such as herniated discs, spinal stenosis, and facet joint degeneration by identifying abnormal thermal asymmetry. While DITI offers advantages such as real-time functional assessment, cost-effectiveness, and early disease detection, challenges related to standardization, environmental variability, and specificity persist. Recent advancements, including artificial intelligence-driven thermal analysis and hybrid imaging approaches, are improving DITI's diagnostic precision and clinical utility. Establishing standardized protocols for environmental control, patient preparation, and image validation is crucial for ensuring reproducibility in spinal evaluations. As research progresses, integrating DITI with conventional imaging methods may enhance its role in clinical practice, optimizing diagnostic accuracy and treatment outcomes for patients with degenerative spinal disorders.",40786782,Medical Image Analysis
Artificial Intelligence and Machine Learning in Reconstructive Microsurgery.,"Lin Ta-Chun, Yang Hsi-An, Huang Ren-Wen, Lin Cheng-Hung",Seminars in plastic surgery (2025),"Artificial intelligence (AI) and machine learning (ML) technologies are transforming reconstructive microsurgery through data-driven approaches that enhance precision and standardize clinical workflows. These innovations address long-standing challenges, including subjective assessment methodologies, operator-dependent decision-making, and inconsistent monitoring protocols across the perioperative continuum. Contemporary applications demonstrate remarkable capabilities in preoperative risk stratification, with ML algorithms achieving high predictive accuracy for complications such as flap loss and donor site morbidity. CNNs have revolutionized perforator localization, with advanced models achieving Dice coefficients of 91.87% in anatomical structure detection from CT angiography. Intraoperative assistance through AI-enhanced robotic platforms provides submillimeter precision and tremor filtration, particularly beneficial in supermicrosurgery involving vessels measuring 0.3- to 0.8-mm diameter. Postoperative monitoring represents a particularly promising domain, where AI-based image analysis systems achieve 98.4% accuracy in classifying flap perfusion status and detecting early vascular compromise. Automated platforms may enable continuous surveillance with reduced clinical workload while maintaining superior consistency compared with traditional subjective methods. Patient communication benefits from AI-driven visual simulation and large language models (LLMs) that generate personalized educational materials, enhancing informed consent processes. Critical implementation challenges include data quality, algorithmic bias, and inherent dataset imbalance, where complications represent rare but clinically crucial events. Future advancement requires explainable AI systems, multi-institutional collaboration, and comprehensive regulatory frameworks. When thoughtfully integrated, AI serves as a powerful augmentation tool that elevates microsurgical precision and outcomes while preserving the fundamental importance of surgical expertise and clinical judgment.",40786023,Medical Image Analysis
Deep learning-based classification of traditional Chinese medicine: a novel approach.,"Kang Yafen, Wu Mingxiang, Gao Yunlong, Fu Liwen, Li Chengda et al.",Quantitative imaging in medicine and surgery (2025),"As China's economy enters a new period of development, traditional Chinese culture is receiving more and more attention, and the status and role of traditional Chinese medicine (TCM) in economic and social development are also becoming more and more important, and TCM has become a unique health resource. In recent years, TCM has developed into a complete theoretical system and gradually spread abroad. Chinese herbal medicine (CHM) is an important part of TCM; however, its development and spread is seriously hampered by the fact that due to the wide variety and the large number of low-quality products in the market, professionals are required to identify TCMs accurately. Thus, a set of intelligent tools needs to be developed to classify CHMs. This study aimed to develop an intelligent classification tool for CHMs to address the challenges of accurately identifying and distinguishing between the vast variety of herbal products in the market.",40785942,Medical Image Analysis
In vivo detection of oxidative stress and iron deposition by proton exchange rate (kex ) MRI and quantitative susceptibility mapping for differentiating multiple sclerosis from cerebral small vessel diseases.,"Hou Mingjia, Liao Huiting, Li Han, Cai Zimeng, Zhong Songran et al.",Quantitative imaging in medicine and surgery (2025),The differential diagnosis of multiple sclerosis (MS) and cerebral small vessel disease (SVD) is challenging on conventional sequences. This study aimed to explore the utility of in vivo proton exchange rate (kex ) magnetic resonance imaging (MRI) and quantitative susceptibility mapping (QSM) in distinguishing MS from SVD.,40785937,Medical Image Analysis
Diffusion tensor image analysis along the perivascular space index and visual analogue scales in female patients with patent foramen ovale and migraine perform better after percutaneous closure.,"Sun Liqiang, Cui Kaige, Dong Liqing, Hu Jing, Liu Liying et al.",Quantitative imaging in medicine and surgery (2025),"Patent foramen ovale (PFO) is more common in females and often complicates with migraine; however, its mechanism is not completely definite. This study aimed to explore whether a decline of diffusion tensor image analysis along the perivascular space (DTI-ALPS) index exists which partially indicates glymphatic function, examine the relationship between diffusivity parameters, DTI-ALPS index, and visual analogue scales (VAS), and further investigate how the DTI-ALPS index and VAS perform after percutaneous closure in patients with PFO and migraine.",40785935,Medical Image Analysis
The impact of post-processing images of abdominal CT small vessels using contrast enhancement boost technique: a retrospective study.,"Lin Qian, Li Deyan, Li Yinzhen, Duan Hui, Tian Yang et al.",Quantitative imaging in medicine and surgery (2025),"Accurate visualization of small abdominal arteries is crucial for diagnosis, preoperative evaluation, and treatment planning, especially in hepatobiliary and pancreatic diseases. However, due to their small calibers and rapid contrast transit, consistent delineation of these vessels remains challenging in conventional computed tomography (CT) angiography. Recent advancements in image postprocessing, such as contrast enhancement boost (CE-Boost) techniques, offer opportunities to improve vascular conspicuity without additional radiation or contrast agent. This study aimed to evaluate the efficacy of CE-Boost technology in improving image quality and vascular delineation for small abdominal vessels in multiphase contrast-enhanced CT examinations.",40785905,Medical Image Analysis
Visualized breath-hold training for reducing respiratory motion artifacts in liver dynamic contrast-enhanced magnetic resonance imaging.,"Luo Xin, Chen Gen, Zhang Shufeng, Hu Xuemei, Huang Chao",Quantitative imaging in medicine and surgery (2025),"Liver dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI) plays a critical role in detecting hepatic lesions but is highly susceptible to respiratory motion artifacts. Although advancements in rapid magnetic resonance (MR) acquisition techniques have been made, breath-hold acquisitions are predominantly used for abdominal DCE-MRI due to their superior image quality. Therefore, prescan breath-hold training is essential to improving patients' compliance and minimizing respiratory artifacts. Traditional oral training methods, which rely on operators monitoring chest/abdominal movement, are subjective and often insufficient for DCE-MRI requirements, leading to suboptimal image quality and potential risks from repeated contrast administration. To address these limitations, we developed a novel visual breath-hold training instrument and evaluated its efficacy in reducing respiratory artifacts.",40785901,Medical Image Analysis
Normal reference values of three-dimensional speckle-tracking echocardiography-derived aortic valve annular dimensions in healthy adults-a detailed analysis from the MAGYAR-Healthy Study.,"Nemes Attila, Ambrus Nóra, Lengyel Csaba",Quantitative imaging in medicine and surgery (2025),"Two-dimensional Doppler echocardiography from transthoracic approach is the accepted tool to examine expected pathologies of the aortic valve (AV) in the daily clinical routine. Three-dimensional speckle-tracking echocardiography (3DSTE) is known to be one of the newest cardiovascular imaging modalities, which is mostly used for cardiac chamber quantifications including volumetric and strain assessments. However, capability of 3DSTE in 'en-face' assessment of valvular annuli has also been demonstrated as a potentially valid imaging alternative for AV annular (AVA) assessments as well. Considering the importance of the AV and its pathologies, it has been found to be important to present the 3DSTE-derived normal reference values of AVA dimensions in a healthy adult population in different ages and genders.",40785867,Medical Image Analysis
Ultra-low-dose hepatic computed tomography with a novel real-time deep learning-based noise reduction algorithm: a prospective cross-sectional analysis of image quality and lesion detection.,"Hou Ping, Feng Xiangnan, Chen Yan, Wang Xiaopeng, Jiang Yaojun et al.",Quantitative imaging in medicine and surgery (2025),"Contrast-enhanced computed tomography (CT) is essential for tumor assessment, but the detection of low-contrast liver lesions remains challenging. Reducing the radiation dose increases image noise, compromising image quality and diagnostic accuracy. Iterative reconstruction (IR) algorithms can reduce noise; however, they can also alter image texture and limit lesion detection. Deep-learning image reconstruction (DLIR) represents a promising alternative, but its efficacy in ultra-low-dose (ULD) hepatic CT for detecting small, low-contrast lesions remains underexplored. Thus, this study aimed to evaluate a novel real-time DLIR algorithm in ULD hepatic CT, focusing on image quality and lesion detection.",40785866,Medical Image Analysis
Fetal umbilical-portal-systemic venous shunt diagnosed by prenatal ultrasonography and its association with chromosomal abnormalities.,"Li Chunying, Song Xiaoyu, Ge Tingting, Zhang Chuan, Wang Xiaozhuan et al.",Quantitative imaging in medicine and surgery (2025),"Fetuses with umbilical-portal-systemic venous shunt (UPSVS) have poor prognosis, and standard prenatal ultrasound planes do not contain the umbilical-portal-systemic venous system. Moreover, UPSVS-related research is limited, and the rate of chromosomal abnormalities remains unknown. It is necessary to further clarify the ultrasound characteristics and prognosis of these fetuses and develop effective diagnostic models. Accordingly, the objective of this study was to examine the ultrasound image characteristics of fetuses with different types of UPSVS using two-dimensional ultrasound combined with spatiotemporal correlation imaging technology (STIC) and analyzed the chromosomal abnormality rate and pregnancy outcomes.",40785864,Medical Image Analysis
Quantitative assessment of hypertrophic obstructive cardiomyopathy with intraoperative three-dimensional epicardial and transesophageal echocardiography.,"Pozo Albiol Mireia, Mashari Azad, Navarro-Ripoll Ricard, Ralph-Edwards Anthony, Huszti Ella et al.",Quantitative imaging in medicine and surgery (2025),"Hypertrophic obstructive cardiomyopathy (HOCM), a subset of hypertrophic cardiomyopathy (HCM), is characterized by dynamic left ventricular outflow tract (LVOT) obstruction, often caused by systolic anterior motion (SAM) of the mitral valve and septal hypertrophy. Accurate intraoperative assessment of septal morphology, SAM distance, and LVOT area (LVOTa) is critical for surgical planning during septal myectomy. While transesophageal echocardiography (TEE), particularly with three-dimensional (3D) imaging, is the standard modality for evaluating these parameters, it may be contraindicated or suboptimal in select cases. Real-time 3D epicardial echocardiography (EE) offers an alternative imaging approach that allows direct visualization of the heart intraoperatively without esophageal instrumentation. This study investigates the utility of 3D EE compared to 3D TEE for quantitative assessment of septal left ventricular wall thickness (LVWT), SAM distance, and LVOTa in HOCM patients undergoing myectomy. The primary aim is to assess whether 3D EE and TEE measurements correlate and can be used interchangeably. A secondary aim is to compare 2D and 3D measurements by both modalities.",40785855,Medical Image Analysis
Cytogenotoxic Activity of Gadoteric Acid in SH-SY5Y Cells and XIAP Interaction With Molecular Docking.,"Bilgin Batuhan, Husunet Mehmet Tahir, Kenger Ibrahim Halil",Journal of applied toxicology : JAT (2025),"Gadoteric acid is a gadolinium-based contrast agent (GBCA) used to improve image quality in magnetic resonance imaging (MRI). Although it is also used in the diagnosis and prognosis of neuroblastoma, its effect on SH-SY5Y neuroblastoma cells remains unclear as a scientific gap. The aim of this study was to investigate the effects of gadoteric acid on cytogenotoxicity in SH-SY5Y neuroblastoma cells and its affinity with X-linked inhibitor of apoptosis (XIAP). After treatment of SH-SY5Y cells with gadoteric acid (0.1, 1, 10, and 100 mM), cell viability was assessed by 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyl-2H-tetrazolium bromide (MTT) assay. After determining the IC50 value of gadoteric acid, the DNA damage effect of gadoteric acid (3.35, 6.7, 13.47, and 26.84 mM) on SH-SY5Y cells was investigated by Comet assay. Molecular docking analysis was carried out to identify the binding affinity of gadoteric acid to XIAP. Gadoteric acid (10 and 100 mM) significantly increased cytotoxicity in neuroblastoma cells (p < 0.0001 and p < 0.0001, respectively). Gadoteric acid (3.35, 6.7, 13.47, and 26.84 mM) caused a statistically significant increase in Genetic Damage Index (GDI) level in SH-SY5Y cells (p < 0.01, p < 0.05, p < 0.0001, and p < 0.001, respectively). Gadoteric acid (13.47 and 26.84 mM) also significantly increased the Damaged Cell Index (DCI) level in neuroblastoma cells (p < 0.01 and p < 0.01, respectively). The results of our study indicate that gadoteric acid used in MRI shows a cytogenotoxic effect on neuroblastoma cells and binds to XIAP with high affinity. These findings may provide insight into the use of gadoteric acid in the treatment of neuroblastoma and the molecular apoptosis mechanism of gadoteric acid.",40784725,Medical Image Analysis
[PI-RADS v2.1 score combined with PSA density for diagnosis of clinically significant prostate cancer in the PSA grey zone by MRI-TRUS cognitivefusion-guided transperineal targeted prostate biopsy].,"Li Yue, Zhou Shan, Chen Jing, Mao Fei, Niu Xiao-Bing et al.",Zhonghua nan ke xue = National journal of andrology (2025),To assess the value of the Prostate Imaging Reporting and Data System version 2.1 (PI-RADS v2.1) score combined with PSA density (PSAD) in the diagnosis of clinically significant prostate cancer (CSPCa) in the PSA grey zone by MRI-TRUS cognitive fusion-guided transperineal targeted prostate biopsy.,40783973,Medical Image Analysis
Artificial intelligence with feature fusion empowered enhanced brain stroke detection and classification for disabled persons using biomedical images.,"Alsieni Mohammed, Alyoubi Khaled H",Scientific reports (2025),"Brain stroke is an illness which affects almost every age group, particularly people over 65. There are two significant kinds of strokes: ischemic and hemorrhagic strokes. Blockage of brain vessels causes an ischemic stroke, while cracks in blood vessels in or around the brain cause a hemorrhagic stroke. In the prompt analysis of brain stroke, patients can live an easier life. Recognizing strokes using medical imaging is crucial for early diagnosis and treatment planning. Conversely, access to innovative imaging methods is restricted, particularly in emerging states, so it is challenging to analyze brain stroke cases of disabled people appropriately. Hence, the development of more accurate, faster, and more reliable diagnostic models for the timely recognition and efficient treatment of ischemic stroke is greatly needed. Artificial intelligence technologies, primarily deep learning (DL), have been widely employed in medical imaging, utilizing automated detection methods. This paper presents an Enhanced Brain Stroke Detection and Classification using Artificial Intelligence with Feature Fusion Technologies (EBSDC-AIFFT) model. This paper aims to develop an enhanced brain stroke detection system for individuals with disabilities, utilizing biomedical images to improve diagnostic accuracy. Initially, the image pre-processing stage involves various steps, including resizing, normalization, data augmentation, and data splitting, to enhance image quality. In addition, the EBSDC-AIFFT model combines the Inception-ResNet-v2 model, the convolutional block attention module-ResNet18 method, and the multi-axis vision transformer technique for feature extraction. Finally, the variational autoencoder (VAE) model is implemented for the classification process. The performance validation of the EBSDC-AIFFT technique is performed under the brain stroke CT image dataset. The comparison study of the EBSDC-AIFFT technique demonstrated a superior accuracy value of 99.09% over existing models.",40783612,Medical Image Analysis
Risk factors for prolonged hospitalization in acute decompensated heart failure from the HEROES study.,"Lucki Mateusz, Mitkowski Przemysław, Lucka Ewa, Grygier Marek, Straburzyńska-Migaj Ewa et al.",Scientific reports (2025),"This study, part of the HEROES project (HEart failure Risk factOrs and patiEnt Stratification), aimed to identify clinical, laboratory, functional, and treatment-related factors associated with hospitalization duration (above and below 8 days) in patients admitted for acute decompensated heart failure (ADHF). We analyzed 562 Caucasian patients hospitalized due to acute decompensated heart failure (ADHF), divided into two groups based on length of stay (LOS): ≤ 8 days (n = 287; 51.07%) and > 8 days (n = 275; 48.93%). In the ≤ 8 days group, 203 patients (70.73%) were male, while in the > 8 days group, 202 patients (73.45%) were male. Data on sociodemographic features, clinical characteristics, laboratory and imaging findings, treatment details, and patient-reported health status (KCCQ-12) were collected. Multivariate logistic regression identified independent predictors of prolonged hospitalization. Patients with longer LOS had higher NYHA class (p < 0.001), greater comorbidity burden (p = 0.0019), longer intensive cardiac care unit (ICCU) stay (p < 0.001), and higher in-hospital mortality (p = 0.0006). They also showed elevated NT-proBNP (p < 0.0001), procalcitonin (p = 0.03), and creatinine (p = 0.0002), and lower hemoglobin (p = 0.004), hematocrit (p = 0.014), and sodium (p = 0.0325). In the multivariate analysis, independent predictors of prolonged hospitalization included treatment with norepinephrine (OR = 18.41), dopamine (OR = 8.62), and oral iron therapy (OR = 3.25). Conversely, protective factors associated with a reduced risk of prolonged hospitalization were higher KCCQ-12 scores (OR = 0.98), higher systolic blood pressure at admission (OR = 0.99), and prior statin use (OR = 0.56). In the HEROES study, prolonged hospitalization among ADHF patients was associated with more severe symptoms of heart failure decompensation higher comorbidity load, impaired functional and laboratory parameters and need for longer stay in ICCU. Early identification of high-risk patients may facilitate personalized management and optimize healthcare resource utilization.",40783608,Medical Image Analysis
Value of artificial intelligence in neuro-oncology.,"Voigtlaender Sebastian, Nelson Thomas A, Karschnia Philipp, Vaios Eugene J, Kim Michelle M et al.",The Lancet. Digital health (2025),"CNS cancers are complex, difficult-to-treat malignancies that remain insufficiently understood and mostly incurable, despite decades of research efforts. Artificial intelligence (AI) is poised to reshape neuro-oncological practice and research, driving advances in medical image analysis, neuro-molecular-genetic characterisation, biomarker discovery, therapeutic target identification, tailored management strategies, and neurorehabilitation. This Review examines key opportunities and challenges associated with AI applications along the neuro-oncological care trajectory. We highlight emerging trends in foundation models, biophysical modelling, synthetic data, and drug development and discuss regulatory, operational, and ethical hurdles across data, translation, and implementation gaps. Near-term clinical translation depends on scaling validated AI solutions for well defined clinical tasks. In contrast, more experimental AI solutions offer broader potential but require technical refinement and resolution of data and regulatory challenges. Addressing both general and neuro-oncology-specific issues is essential to unlock the full potential of AI and ensure its responsible, effective, and needs-based integration into neuro-oncological practice.",40783350,Medical Image Analysis
Artificial intelligence in forensic neuropathology: A systematic review.,"Treglia Michele, La Russa Raffaele, Napoletano Gabriele, Ghamlouch Alessandro, Del Duca Fabio et al.",Journal of forensic and legal medicine (2025),"In recent years, Artificial Intelligence (AI) has gained prominence as a robust tool for clinical decision-making and diagnostics, owing to its capacity to process and analyze large datasets with high accuracy. More specifically, Deep Learning, and its subclasses, have shown significant potential in image processing, including medical imaging and histological analysis. In forensic pathology, AI has been employed for the interpretation of histopathological data, identifying conditions such as myocardial infarction, traumatic injuries, and heart rhythm abnormalities. This review aims to highlight key advances in AI's role, particularly machine learning (ML) and deep learning (DL) techniques, in forensic neuropathology, with a focus on its ability to interpret instrumental and histopathological data to support professional diagnostics.",40782772,Medical Image Analysis
STARFormer: A novel spatio-temporal aggregation reorganization transformer of FMRI for brain disorder diagnosis.,"Dong Wenhao, Li Yueyang, Zeng Weiming, Chen Lei, Yan Hongjie et al.",Neural networks : the official journal of the International Neural Network Society (2025),"Many existing methods that use functional magnetic resonance imaging (fMRI) to classify brain disorders, such as autism spectrum disorder (ASD) and attention deficit hyperactivity disorder (ADHD), often overlook the integration of spatial and temporal dependencies of the blood oxygen level-dependent (BOLD) signals, which may lead to inaccurate or imprecise classification results. To solve this problem, we propose a spatio-temporal aggregation reorganization transformer (STARFormer) that effectively captures both spatial and temporal features of BOLD signals by incorporating three key modules. The region of interest (ROI) spatial structure analysis module uses eigenvector centrality (EC) to reorganize brain regions based on effective connectivity, highlighting critical spatial relationships relevant to the brain disorder. The temporal feature reorganization module systematically segments the time series into equal-dimensional window tokens and captures multiscale features through variable window and cross-window attention. The spatio-temporal feature fusion module employs a parallel transformer architecture with dedicated temporal and spatial branches to extract integrated features. The proposed STARFormer has been rigorously evaluated on two publicly available datasets for the classification of ASD and ADHD. The experimental results confirm that STARFormer achieves state-of-the-art performance across multiple evaluation metrics, providing a more accurate and reliable tool for the diagnosis of brain disorders and biomedical research. The official implementation codes are available at: https://github.com/NZWANG/STARFormer.",40782662,Medical Image Analysis
OCELOT 2023: Cell detection from cell-tissue interaction challenge.,"Shin JaeWoong, Ryu Jeongun, Puche Aaron Valero, Lee Jinhee, Brattoli Biagio et al.",Medical image analysis (2025),"Pathologists routinely alternate between different magnifications when examining Whole-Slide Images, allowing them to evaluate both broad tissue morphology and intricate cellular details to form comprehensive diagnoses. However, existing deep learning-based cell detection models struggle to replicate these behaviors and learn the interdependent semantics between structures at different magnifications. A key barrier in the field is the lack of datasets with multi-scale overlapping cell and tissue annotations. The OCELOT 2023 challenge was initiated to gather insights from the community to validate the hypothesis that understanding cell and tissue (cell-tissue) interactions is crucial for achieving human-level performance, and to accelerate the research in this field. The challenge dataset includes overlapping cell detection and tissue segmentation annotations from six organs, comprising 673 pairs sourced from 306 The Cancer Genome Atlas (TCGA) Whole-Slide Images with hematoxylin and eosin staining, divided into training, validation, and test subsets. Participants presented models that significantly enhanced the understanding of cell-tissue relationships. Top entries achieved up to a 7.99 increase in F1-score on the test set compared to the baseline cell-only model that did not incorporate cell-tissue relationships. This is a substantial improvement in performance over traditional cell-only detection methods, demonstrating the need for incorporating multi-scale semantics into the models. This paper provides a comparative analysis of the methods used by participants, highlighting innovative strategies implemented in the OCELOT 2023 challenge.",40782597,Medical Image Analysis
